kod_origin,kod_dest,gmina_dest,no,gmina_origin
0225044,0225045,Pieńsk,16,Pieńsk
0225044,0225065,Węgliniec,3,Pieńsk
0225044,0225072,Zgorzelec,5,Pieńsk
0225044,0264039,Wrocław-Krzyki,3,Pieńsk
0225044,0410055,Szubin,4,Pieńsk
0225045,0225021,Zgorzelec,5,Pieńsk
0225045,0225044,Pieńsk,7,Pieńsk
0225052,0201022,Bolesławiec,3,Sulików
0225052,0210072,Siekierczyn,4,Sulików
0225052,0225011,Zawidów,7,Sulików
0225052,0225021,Zgorzelec,12,Sulików
0225052,0225044,Pieńsk,3,Sulików
0225052,0225072,Zgorzelec,9,Sulików
0225052,0264049,Wrocław-Psie Pole,4,Sulików
0225052,1261011,M. Kraków,3,Sulików
0225052,2467011,M. Jastrzębie-Zdrój,3,Sulików
0225064,0225065,Węgliniec,4,Węgliniec
0225064,0264029,Wrocław-Fabryczna,5,Węgliniec
0225065,0201011,Bolesławiec,3,Węgliniec
0225065,0225021,Zgorzelec,7,Węgliniec
0225065,0225034,Bogatynia,3,Węgliniec
0225065,0225045,Pieńsk,3,Węgliniec
0225065,0225064,Węgliniec,7,Węgliniec
0225065,0225072,Zgorzelec,4,Węgliniec
0225065,0264029,Wrocław-Fabryczna,6,Węgliniec
0225065,0810011,Gozdnica,3,Węgliniec
0225072,0210011,Lubań,4,Zgorzelec
0225072,0210072,Siekierczyn,5,Zgorzelec
0225072,0219085,Żarów,3,Zgorzelec
0225072,0223092,Żórawina,4,Zgorzelec
0225072,0225011,Zawidów,5,Zgorzelec
0225072,0225021,Zgorzelec,42,Zgorzelec
0225072,0225034,Bogatynia,4,Zgorzelec
0225072,0225045,Pieńsk,5,Zgorzelec
0225072,0225052,Sulików,8,Zgorzelec
0226011,0207022,Kamienna Góra,3,Wojcieszów
0226011,0223045,Kąty Wrocławskie,3,Wojcieszów
0226011,0226021,Złotoryja,3,Wojcieszów
0226011,0261011,M. Jelenia Góra,7,Wojcieszów
0226021,0209011,Chojnów,3,Złotoryja
0226021,0219011,Świdnica,3,Złotoryja
0226021,0220015,Oborniki Śląskie,3,Złotoryja
0226021,0223045,Kąty Wrocławskie,3,Złotoryja
0226021,0226032,Pielgrzymka,7,Złotoryja
0226021,0226052,Zagrodno,5,Złotoryja
0226021,0226062,Złotoryja,43,Złotoryja
0226021,0262011,M. Legnica,27,Złotoryja
0226021,0264029,Wrocław-Fabryczna,11,Złotoryja
0226021,0264039,Wrocław-Krzyki,13,Złotoryja
0226021,0264049,Wrocław-Psie Pole,4,Złotoryja
0226021,0862011,M. Zielona Góra,3,Złotoryja
0226021,3261011,M. Koszalin,3,Złotoryja
0226032,0201011,Bolesławiec,3,Pielgrzymka
0226032,0201022,Bolesławiec,6,Pielgrzymka
0226032,0226021,Złotoryja,8,Pielgrzymka
0226032,0226045,Świerzawa,4,Pielgrzymka
0226032,0226052,Zagrodno,8,Pielgrzymka
0226032,1417021,Otwock,3,Pielgrzymka
0226044,0226045,Świerzawa,10,Świerzawa
0226045,0226021,Złotoryja,7,Świerzawa
0226045,0226044,Świerzawa,12,Świerzawa
0226045,0226062,Złotoryja,5,Świerzawa
0226045,0261011,M. Jelenia Góra,3,Świerzawa
0226045,3013035,Osieczna,4,Świerzawa
0226052,0201022,Bolesławiec,5,Zagrodno
0226052,0201062,Warta Bolesławiecka,3,Zagrodno
0226052,0208021,Kłodzko,3,Zagrodno
0226052,0209011,Chojnów,5,Zagrodno
0226052,0209022,Chojnów,6,Zagrodno
0226052,0210042,Lubań,4,Zagrodno
0226052,0211011,Lubin,3,Zagrodno
0226052,0223012,Czernica,3,Zagrodno
0226052,0226021,Złotoryja,8,Zagrodno
0226052,0264039,Wrocław-Krzyki,3,Zagrodno
0226052,0264049,Wrocław-Psie Pole,3,Zagrodno
0226062,0209022,Chojnów,3,Złotoryja
0226062,0211011,Lubin,3,Złotoryja
0226062,0211022,Lubin,4,Złotoryja
0226062,0218045,Środa Śląska,3,Złotoryja
0226062,0226021,Złotoryja,22,Złotoryja
0226062,0226032,Pielgrzymka,3,Złotoryja
0226062,0261011,M. Jelenia Góra,4,Złotoryja
0226062,0262011,M. Legnica,17,Złotoryja
0226062,0264029,Wrocław-Fabryczna,5,Złotoryja
0226062,1261011,M. Kraków,3,Złotoryja
0261011,0201011,Bolesławiec,10,M. Jelenia Góra
0261011,0205025,Bolków,4,M. Jelenia Góra
0261011,0206011,Karpacz,5,M. Jelenia Góra
0261011,0206021,Kowary,5,M. Jelenia Góra
0261011,0206031,Piechowice,13,M. Jelenia Góra
0261011,0206041,Szklarska Poręba,6,M. Jelenia Góra
0261011,0206052,Janowice Wielkie,30,M. Jelenia Góra
0261011,0206062,Jeżów Sudecki,128,M. Jelenia Góra
0261011,0206072,Mysłakowice,28,M. Jelenia Góra
0261011,0206082,Podgórzyn,54,M. Jelenia Góra
0261011,0206092,Stara Kamienica,21,M. Jelenia Góra
0261011,0207042,Marciszów,6,M. Jelenia Góra
0261011,0210011,Lubań,7,M. Jelenia Góra
0261011,0211011,Lubin,5,M. Jelenia Góra
0261011,0212015,Gryfów Śląski,3,M. Jelenia Góra
0261011,0212025,Lubomierz,7,M. Jelenia Góra
0261011,0212045,Mirsk,4,M. Jelenia Góra
0261011,0212055,Wleń,6,M. Jelenia Góra
0261011,0219011,Świdnica,4,M. Jelenia Góra
0261011,0223012,Czernica,4,M. Jelenia Góra
0261011,0223045,Kąty Wrocławskie,4,M. Jelenia Góra
0261011,0223084,Siechnice,3,M. Jelenia Góra
0261011,0223085,Siechnice,5,M. Jelenia Góra
0261011,0226044,Świerzawa,6,M. Jelenia Góra
0261011,0226045,Świerzawa,11,M. Jelenia Góra
0261011,0262011,M. Legnica,8,M. Jelenia Góra
0261011,0264029,Wrocław-Fabryczna,25,M. Jelenia Góra
0261011,0264039,Wrocław-Krzyki,39,M. Jelenia Góra
0261011,0264049,Wrocław-Psie Pole,14,M. Jelenia Góra
0261011,0264069,Wrocław-Śródmieście,7,M. Jelenia Góra
0261011,0265011,M. Wałbrzych,6,M. Jelenia Góra
0261011,0861011,M. Gorzów Wielkopolski,4,M. Jelenia Góra
0261011,0862011,M. Zielona Góra,4,M. Jelenia Góra
0261011,1261011,M. Kraków,4,M. Jelenia Góra
0261011,1408045,Serock,3,M. Jelenia Góra
0261011,1418032,Lesznowola,4,M. Jelenia Góra
0261011,1421011,Piastów,4,M. Jelenia Góra
0261011,1428022,Brochów,3,M. Jelenia Góra
0261011,1465068,Ochota,6,M. Jelenia Góra
0261011,2261011,M. Gdańsk,3,M. Jelenia Góra
0261011,2466011,M. Gliwice,3,M. Jelenia Góra
0261011,3021095,Kórnik,5,M. Jelenia Góra
0261011,3064029,Poznań-Grunwald,4,M. Jelenia Góra
0261011,3064059,Poznań-Stare Miasto,4,M. Jelenia Góra
0261011,3262011,M. Szczecin,4,M. Jelenia Góra
0262011,0201011,Bolesławiec,3,M. Legnica
0262011,0201022,Bolesławiec,6,M. Legnica
0262011,0201032,Gromadka,3,M. Legnica
0262011,0203011,Głogów,5,M. Legnica
0262011,0205011,Jawor,6,M. Legnica
0262011,0205025,Bolków,3,M. Legnica
0262011,0205032,Męcinka,8,M. Legnica
0262011,0205042,Mściwojów,8,M. Legnica
0262011,0205052,Paszowice,9,M. Legnica
0262011,0205062,Wądroże Wielkie,14,M. Legnica
0262011,0209011,Chojnów,12,M. Legnica
0262011,0209022,Chojnów,13,M. Legnica
0262011,0209032,Krotoszyce,35,M. Legnica
0262011,0209042,Kunice,131,M. Legnica
0262011,0209052,Legnickie Pole,55,M. Legnica
0262011,0209062,Miłkowice,116,M. Legnica
0262011,0209074,Prochowice,11,M. Legnica
0262011,0209075,Prochowice,7,M. Legnica
0262011,0209082,Ruja,23,M. Legnica
0262011,0210021,Świeradów-Zdrój,4,M. Legnica
0262011,0210035,Leśna,4,M. Legnica
0262011,0211011,Lubin,44,M. Legnica
0262011,0211022,Lubin,46,M. Legnica
0262011,0215011,Oława,4,M. Legnica
0262011,0216014,Chocianów,4,M. Legnica
0262011,0216015,Chocianów,3,M. Legnica
0262011,0216044,Polkowice,4,M. Legnica
0262011,0218035,Miękinia,3,M. Legnica
0262011,0218044,Środa Śląska,7,M. Legnica
0262011,0219084,Żarów,4,M. Legnica
0262011,0223012,Czernica,3,M. Legnica
0262011,0223022,Długołęka,3,M. Legnica
0262011,0223044,Kąty Wrocławskie,3,M. Legnica
0262011,0223045,Kąty Wrocławskie,8,M. Legnica
0262011,0223052,Kobierzyce,7,M. Legnica
0262011,0223085,Siechnice,4,M. Legnica
0262011,0225021,Zgorzelec,6,M. Legnica
0262011,0226021,Złotoryja,12,M. Legnica
0262011,0226044,Świerzawa,3,M. Legnica
0262011,0226052,Zagrodno,8,M. Legnica
0262011,0226062,Złotoryja,16,M. Legnica
0262011,0261011,M. Jelenia Góra,10,M. Legnica
0262011,0264029,Wrocław-Fabryczna,50,M. Legnica
0262011,0264039,Wrocław-Krzyki,61,M. Legnica
0262011,0264049,Wrocław-Psie Pole,17,M. Legnica
0262011,0264059,Wrocław-Stare Miasto,7,M. Legnica
0262011,0264069,Wrocław-Śródmieście,9,M. Legnica
0262011,0265011,M. Wałbrzych,3,M. Legnica
0262011,0403022,Dąbrowa Chełmińska,3,M. Legnica
0262011,0804082,Siedlisko,3,M. Legnica
0262011,0810021,Żagań,4,M. Legnica
0262011,0862011,M. Zielona Góra,14,M. Legnica
0262011,1061069,Łódź-Widzew,3,M. Legnica
0262011,1217042,Kościelisko,4,M. Legnica
0262011,1261011,M. Kraków,6,M. Legnica
0262011,1421052,Nadarzyn,3,M. Legnica
0262011,1465138,Ursynów,3,M. Legnica
0262011,1465188,Wola,4,M. Legnica
0262011,1661011,M. Opole,3,M. Legnica
0262011,1820044,Nowa Dęba,3,M. Legnica
0262011,2212082,Słupsk,3,M. Legnica
0262011,2469011,M. Katowice,4,M. Legnica
0262011,2604084,Łopuszno,3,M. Legnica
0262011,3031011,Złotów,3,M. Legnica
0262011,3205012,Brojce,3,M. Legnica
0262011,3209055,Mielno,3,M. Legnica
0262011,3262011,M. Szczecin,9,M. Legnica
0264029,0201022,Bolesławiec,12,Wrocław-Fabryczna
0264029,0202011,Bielawa,5,Wrocław-Fabryczna
0264029,0202021,Dzierżoniów,4,Wrocław-Fabryczna
0264029,0202062,Łagiewniki,6,Wrocław-Fabryczna
0264029,0203011,Głogów,3,Wrocław-Fabryczna
0264029,0203042,Kotla,3,Wrocław-Fabryczna
0264029,0204014,Góra,4,Wrocław-Fabryczna
0264029,0205032,Męcinka,3,Wrocław-Fabryczna
0264029,0206092,Stara Kamienica,4,Wrocław-Fabryczna
0264029,0208021,Kłodzko,9,Wrocław-Fabryczna
0264029,0208051,Polanica-Zdrój,5,Wrocław-Fabryczna
0264029,0208065,Bystrzyca Kłodzka,5,Wrocław-Fabryczna
0264029,0208072,Kłodzko,3,Wrocław-Fabryczna
0264029,0208105,Międzylesie,4,Wrocław-Fabryczna
0264029,0208135,Stronie Śląskie,3,Wrocław-Fabryczna
0264029,0208144,Szczytna,4,Wrocław-Fabryczna
0264029,0211011,Lubin,13,Wrocław-Fabryczna
0264029,0212055,Wleń,3,Wrocław-Fabryczna
0264029,0213022,Krośnice,6,Wrocław-Fabryczna
0264029,0213034,Milicz,3,Wrocław-Fabryczna
0264029,0214011,Oleśnica,12,Wrocław-Fabryczna
0264029,0214025,Bierutów,4,Wrocław-Fabryczna
0264029,0214032,Dobroszyce,12,Wrocław-Fabryczna
0264029,0214062,Oleśnica,31,Wrocław-Fabryczna
0264029,0214085,Twardogóra,6,Wrocław-Fabryczna
0264029,0215011,Oława,13,Wrocław-Fabryczna
0264029,0215022,Domaniów,4,Wrocław-Fabryczna
0264029,0215035,Jelcz-Laskowice,17,Wrocław-Fabryczna
0264029,0215042,Oława,16,Wrocław-Fabryczna
0264029,0216044,Polkowice,3,Wrocław-Fabryczna
0264029,0217012,Borów,3,Wrocław-Fabryczna
0264029,0217044,Strzelin,7,Wrocław-Fabryczna
0264029,0217045,Strzelin,5,Wrocław-Fabryczna
0264029,0218012,Kostomłoty,24,Wrocław-Fabryczna
0264029,0218022,Malczyce,6,Wrocław-Fabryczna
0264029,0218034,Miękinia,6,Wrocław-Fabryczna
0264029,0218035,Miękinia,358,Wrocław-Fabryczna
0264029,0218044,Środa Śląska,9,Wrocław-Fabryczna
0264029,0218045,Środa Śląska,16,Wrocław-Fabryczna
0264029,0219011,Świdnica,9,Wrocław-Fabryczna
0264029,0219021,Świebodzice,7,Wrocław-Fabryczna
0264029,0219052,Marcinowice,3,Wrocław-Fabryczna
0264029,0219072,Świdnica,4,Wrocław-Fabryczna
0264029,0220014,Oborniki Śląskie,21,Wrocław-Fabryczna
0264029,0220015,Oborniki Śląskie,50,Wrocław-Fabryczna
0264029,0220025,Prusice,11,Wrocław-Fabryczna
0264029,0220034,Trzebnica,12,Wrocław-Fabryczna
0264029,0220035,Trzebnica,24,Wrocław-Fabryczna
0264029,0220042,Wisznia Mała,43,Wrocław-Fabryczna
0264029,0220052,Zawonia,11,Wrocław-Fabryczna
0264029,0220065,Żmigród,4,Wrocław-Fabryczna
0264029,0221072,Stare Bogaczowice,3,Wrocław-Fabryczna
0264029,0222014,Brzeg Dolny,17,Wrocław-Fabryczna
0264029,0222015,Brzeg Dolny,7,Wrocław-Fabryczna
0264029,0222034,Wołów,7,Wrocław-Fabryczna
0264029,0222035,Wołów,5,Wrocław-Fabryczna
0264029,0223012,Czernica,129,Wrocław-Fabryczna
0264029,0223022,Długołęka,138,Wrocław-Fabryczna
0264029,0223044,Kąty Wrocławskie,14,Wrocław-Fabryczna
0264029,0223045,Kąty Wrocławskie,192,Wrocław-Fabryczna
0264029,0223052,Kobierzyce,94,Wrocław-Fabryczna
0264029,0223062,Mietków,7,Wrocław-Fabryczna
0264029,0223074,Sobótka,11,Wrocław-Fabryczna
0264029,0223075,Sobótka,20,Wrocław-Fabryczna
0264029,0223084,Siechnice,31,Wrocław-Fabryczna
0264029,0223085,Siechnice,66,Wrocław-Fabryczna
0264029,0223092,Żórawina,34,Wrocław-Fabryczna
0264029,0224034,Kamieniec Ząbkowicki,3,Wrocław-Fabryczna
0264029,0224054,Ząbkowice Śląskie,3,Wrocław-Fabryczna
0264029,0224075,Złoty Stok,3,Wrocław-Fabryczna
0264029,0225021,Zgorzelec,3,Wrocław-Fabryczna
0264029,0261011,M. Jelenia Góra,11,Wrocław-Fabryczna
0264029,0262011,M. Legnica,21,Wrocław-Fabryczna
0264029,0264039,Wrocław-Krzyki,508,Wrocław-Fabryczna
0264029,0264049,Wrocław-Psie Pole,328,Wrocław-Fabryczna
0264029,0264059,Wrocław-Stare Miasto,92,Wrocław-Fabryczna
0264029,0264069,Wrocław-Śródmieście,181,Wrocław-Fabryczna
0264029,0265011,M. Wałbrzych,8,Wrocław-Fabryczna
0264029,0402022,Bobrowo,3,Wrocław-Fabryczna
0264029,0419052,Rogowo,3,Wrocław-Fabryczna
0264029,0609015,Bełżyce,4,Wrocław-Fabryczna
0264029,0617011,Świdnik,3,Wrocław-Fabryczna
0264029,0862011,M. Zielona Góra,13,Wrocław-Fabryczna
0264029,1001022,Bełchatów,4,Wrocław-Fabryczna
0264029,1012132,Wielgomłyny,3,Wrocław-Fabryczna
0264029,1015062,Maków,3,Wrocław-Fabryczna
0264029,1017094,Wieluń,4,Wrocław-Fabryczna
0264029,1018032,Galewice,3,Wrocław-Fabryczna
0264029,1061039,Łódź-Górna,4,Wrocław-Fabryczna
0264029,1202024,Brzesko,3,Wrocław-Fabryczna
0264029,1203034,Chrzanów,4,Wrocław-Fabryczna
0264029,1209035,Myślenice,3,Wrocław-Fabryczna
0264029,1209075,Sułkowice,4,Wrocław-Fabryczna
0264029,1211124,Rabka-Zdrój,3,Wrocław-Fabryczna
0264029,1261011,M. Kraków,9,Wrocław-Fabryczna
0264029,1263011,M. Tarnów,4,Wrocław-Fabryczna
0264029,1425105,Skaryszew,5,Wrocław-Fabryczna
0264029,1432042,Leszno,6,Wrocław-Fabryczna
0264029,1432064,Ożarów Mazowiecki,4,Wrocław-Fabryczna
0264029,1434021,Marki,3,Wrocław-Fabryczna
0264029,1434072,Klembów,3,Wrocław-Fabryczna
0264029,1465038,Białołęka,4,Wrocław-Fabryczna
0264029,1465058,Mokotów,8,Wrocław-Fabryczna
0264029,1465078,Praga-Południe,4,Wrocław-Fabryczna
0264029,1465118,Targówek,5,Wrocław-Fabryczna
0264029,1465178,Włochy,3,Wrocław-Fabryczna
0264029,1465188,Wola,4,Wrocław-Fabryczna
0264029,1465198,Żoliborz,3,Wrocław-Fabryczna
0264029,1601011,Brzeg,4,Wrocław-Fabryczna
0264029,1606052,Wilków,4,Wrocław-Fabryczna
0264029,1607054,Nysa,11,Wrocław-Fabryczna
0264029,1607055,Nysa,3,Wrocław-Fabryczna
0264029,1609022,Dąbrowa,5,Wrocław-Fabryczna
0264029,1609084,Ozimek,5,Wrocław-Fabryczna
0264029,1661011,M. Opole,16,Wrocław-Fabryczna
0264029,1803011,Dębica,3,Wrocław-Fabryczna
0264029,1811052,Mielec,3,Wrocław-Fabryczna
0264029,2008064,Mońki,4,Wrocław-Fabryczna
0264029,2061011,M. Białystok,4,Wrocław-Fabryczna
0264029,2215021,Rumia,5,Wrocław-Fabryczna
0264029,2261011,M. Gdańsk,11,Wrocław-Fabryczna
0264029,2262011,M. Gdynia,11,Wrocław-Fabryczna
0264029,2403092,Istebna,3,Wrocław-Fabryczna
0264029,2409011,Myszków,3,Wrocław-Fabryczna
0264029,2411011,Racibórz,9,Wrocław-Fabryczna
0264029,2464011,M. Częstochowa,11,Wrocław-Fabryczna
0264029,2466011,M. Gliwice,4,Wrocław-Fabryczna
0264029,2467011,M. Jastrzębie-Zdrój,3,Wrocław-Fabryczna
0264029,2469011,M. Katowice,7,Wrocław-Fabryczna
0264029,2472011,M. Ruda Śląska,3,Wrocław-Fabryczna
0264029,2475011,M. Sosnowiec,4,Wrocław-Fabryczna
0264029,2478011,M. Zabrze,3,Wrocław-Fabryczna
0264029,2815011,Ostróda,3,Wrocław-Fabryczna
0264029,2817062,Szczytno,4,Wrocław-Fabryczna
0264029,3002075,Trzcianka,4,Wrocław-Fabryczna
0264029,3008062,Rychtal,4,Wrocław-Fabryczna
0264029,3017011,Ostrów Wielkopolski,4,Wrocław-Fabryczna
0264029,3017042,Ostrów Wielkopolski,3,Wrocław-Fabryczna
0264029,3018042,Kobyla Góra,3,Wrocław-Fabryczna
0264029,3021132,Rokietnica,3,Wrocław-Fabryczna
0264029,3061011,M. Kalisz,3,Wrocław-Fabryczna
0264029,3063011,M. Leszno,5,Wrocław-Fabryczna
0264029,3064029,Poznań-Grunwald,4,Wrocław-Fabryczna
0264029,3064059,Poznań-Stare Miasto,3,Wrocław-Fabryczna
0264029,3202012,Bierzwnik,4,Wrocław-Fabryczna
0264029,3209022,Biesiekierz,4,Wrocław-Fabryczna
0264029,3214011,Stargard,4,Wrocław-Fabryczna
0264039,0201011,Bolesławiec,8,Wrocław-Krzyki
0264039,0201045,Nowogrodziec,5,Wrocław-Krzyki
0264039,0202011,Bielawa,7,Wrocław-Krzyki
0264039,0202052,Dzierżoniów,4,Wrocław-Krzyki
0264039,0202062,Łagiewniki,3,Wrocław-Krzyki
0264039,0203011,Głogów,9,Wrocław-Krzyki
0264039,0203022,Głogów,3,Wrocław-Krzyki
0264039,0206011,Karpacz,6,Wrocław-Krzyki
0264039,0206062,Jeżów Sudecki,4,Wrocław-Krzyki
0264039,0206082,Podgórzyn,8,Wrocław-Krzyki
0264039,0208041,Nowa Ruda,3,Wrocław-Krzyki
0264039,0208072,Kłodzko,6,Wrocław-Krzyki
0264039,0208085,Lądek-Zdrój,3,Wrocław-Krzyki
0264039,0208105,Międzylesie,3,Wrocław-Krzyki
0264039,0208135,Stronie Śląskie,5,Wrocław-Krzyki
0264039,0210011,Lubań,4,Wrocław-Krzyki
0264039,0210055,Olszyna,3,Wrocław-Krzyki
0264039,0211011,Lubin,14,Wrocław-Krzyki
0264039,0211022,Lubin,4,Wrocław-Krzyki
0264039,0213022,Krośnice,3,Wrocław-Krzyki
0264039,0213035,Milicz,6,Wrocław-Krzyki
0264039,0214011,Oleśnica,14,Wrocław-Krzyki
0264039,0214025,Bierutów,7,Wrocław-Krzyki
0264039,0214032,Dobroszyce,16,Wrocław-Krzyki
0264039,0214054,Międzybórz,6,Wrocław-Krzyki
0264039,0214062,Oleśnica,22,Wrocław-Krzyki
0264039,0214074,Syców,4,Wrocław-Krzyki
0264039,0214085,Twardogóra,7,Wrocław-Krzyki
0264039,0215011,Oława,34,Wrocław-Krzyki
0264039,0215022,Domaniów,13,Wrocław-Krzyki
0264039,0215034,Jelcz-Laskowice,10,Wrocław-Krzyki
0264039,0215035,Jelcz-Laskowice,23,Wrocław-Krzyki
0264039,0215042,Oława,19,Wrocław-Krzyki
0264039,0216044,Polkowice,3,Wrocław-Krzyki
0264039,0217012,Borów,5,Wrocław-Krzyki
0264039,0217032,Przeworno,3,Wrocław-Krzyki
0264039,0217044,Strzelin,3,Wrocław-Krzyki
0264039,0217045,Strzelin,6,Wrocław-Krzyki
0264039,0217054,Wiązów,4,Wrocław-Krzyki
0264039,0218012,Kostomłoty,4,Wrocław-Krzyki
0264039,0218034,Miękinia,6,Wrocław-Krzyki
0264039,0218035,Miękinia,60,Wrocław-Krzyki
0264039,0218044,Środa Śląska,6,Wrocław-Krzyki
0264039,0218045,Środa Śląska,9,Wrocław-Krzyki
0264039,0219011,Świdnica,5,Wrocław-Krzyki
0264039,0219021,Świebodzice,5,Wrocław-Krzyki
0264039,0219052,Marcinowice,3,Wrocław-Krzyki
0264039,0219065,Strzegom,3,Wrocław-Krzyki
0264039,0219084,Żarów,4,Wrocław-Krzyki
0264039,0220014,Oborniki Śląskie,16,Wrocław-Krzyki
0264039,0220015,Oborniki Śląskie,41,Wrocław-Krzyki
0264039,0220034,Trzebnica,3,Wrocław-Krzyki
0264039,0220035,Trzebnica,5,Wrocław-Krzyki
0264039,0220042,Wisznia Mała,46,Wrocław-Krzyki
0264039,0220052,Zawonia,7,Wrocław-Krzyki
0264039,0221042,Czarny Bór,3,Wrocław-Krzyki
0264039,0222014,Brzeg Dolny,12,Wrocław-Krzyki
0264039,0222015,Brzeg Dolny,4,Wrocław-Krzyki
0264039,0222034,Wołów,3,Wrocław-Krzyki
0264039,0223012,Czernica,169,Wrocław-Krzyki
0264039,0223022,Długołęka,142,Wrocław-Krzyki
0264039,0223044,Kąty Wrocławskie,5,Wrocław-Krzyki
0264039,0223045,Kąty Wrocławskie,99,Wrocław-Krzyki
0264039,0223052,Kobierzyce,281,Wrocław-Krzyki
0264039,0223062,Mietków,11,Wrocław-Krzyki
0264039,0223074,Sobótka,6,Wrocław-Krzyki
0264039,0223075,Sobótka,23,Wrocław-Krzyki
0264039,0223084,Siechnice,67,Wrocław-Krzyki
0264039,0223085,Siechnice,299,Wrocław-Krzyki
0264039,0223092,Żórawina,164,Wrocław-Krzyki
0264039,0224054,Ząbkowice Śląskie,4,Wrocław-Krzyki
0264039,0224065,Ziębice,10,Wrocław-Krzyki
0264039,0225021,Zgorzelec,5,Wrocław-Krzyki
0264039,0225052,Sulików,3,Wrocław-Krzyki
0264039,0261011,M. Jelenia Góra,27,Wrocław-Krzyki
0264039,0262011,M. Legnica,9,Wrocław-Krzyki
0264039,0264029,Wrocław-Fabryczna,527,Wrocław-Krzyki
0264039,0264049,Wrocław-Psie Pole,246,Wrocław-Krzyki
0264039,0264059,Wrocław-Stare Miasto,101,Wrocław-Krzyki
0264039,0264069,Wrocław-Śródmieście,220,Wrocław-Krzyki
0264039,0265011,M. Wałbrzych,5,Wrocław-Krzyki
0264039,0461011,M. Bydgoszcz,4,Wrocław-Krzyki
0264039,0607085,Urzędów,3,Wrocław-Krzyki
0264039,0663011,M. Lublin,4,Wrocław-Krzyki
0264039,0664011,M. Zamość,3,Wrocław-Krzyki
0264039,0804052,Nowa Sól,5,Wrocław-Krzyki
0264039,0810074,Szprotawa,5,Wrocław-Krzyki
0264039,0810075,Szprotawa,5,Wrocław-Krzyki
0264039,0811102,Żary,4,Wrocław-Krzyki
0264039,0862011,M. Zielona Góra,8,Wrocław-Krzyki
0264039,1014011,Sieradz,3,Wrocław-Krzyki
0264039,1015062,Maków,5,Wrocław-Krzyki
0264039,1017095,Wieluń,4,Wrocław-Krzyki
0264039,1019011,Zduńska Wola,4,Wrocław-Krzyki
0264039,1206162,Zabierzów,5,Wrocław-Krzyki
0264039,1213011,Oświęcim,3,Wrocław-Krzyki
0264039,1261011,M. Kraków,11,Wrocław-Krzyki
0264039,1263011,M. Tarnów,4,Wrocław-Krzyki
0264039,1417082,Wiązowna,3,Wrocław-Krzyki
0264039,1418032,Lesznowola,3,Wrocław-Krzyki
0264039,1418044,Piaseczno,3,Wrocław-Krzyki
0264039,1418052,Prażmów,5,Wrocław-Krzyki
0264039,1434021,Marki,4,Wrocław-Krzyki
0264039,1465028,Bemowo,6,Wrocław-Krzyki
0264039,1465038,Białołęka,8,Wrocław-Krzyki
0264039,1465058,Mokotów,16,Wrocław-Krzyki
0264039,1465078,Praga-Południe,8,Wrocław-Krzyki
0264039,1465108,Śródmieście,4,Wrocław-Krzyki
0264039,1465118,Targówek,3,Wrocław-Krzyki
0264039,1465138,Ursynów,4,Wrocław-Krzyki
0264039,1465168,Wilanów,4,Wrocław-Krzyki
0264039,1465198,Żoliborz,5,Wrocław-Krzyki
0264039,1601011,Brzeg,6,Wrocław-Krzyki
0264039,1601044,Lewin Brzeski,4,Wrocław-Krzyki
0264039,1605014,Gogolin,4,Wrocław-Krzyki
0264039,1606025,Namysłów,3,Wrocław-Krzyki
0264039,1606042,Świerczów,4,Wrocław-Krzyki
0264039,1607054,Nysa,6,Wrocław-Krzyki
0264039,1607055,Nysa,3,Wrocław-Krzyki
0264039,1609012,Chrząstowice,3,Wrocław-Krzyki
0264039,1609032,Dobrzeń Wielki,3,Wrocław-Krzyki
0264039,1609085,Ozimek,4,Wrocław-Krzyki
0264039,1661011,M. Opole,10,Wrocław-Krzyki
0264039,1808055,Nowa Sarzyna,5,Wrocław-Krzyki
0264039,1809032,Horyniec-Zdrój,4,Wrocław-Krzyki
0264039,2261011,M. Gdańsk,16,Wrocław-Krzyki
0264039,2262011,M. Gdynia,12,Wrocław-Krzyki
0264039,2403021,Ustroń,4,Wrocław-Krzyki
0264039,2407011,Lubliniec,4,Wrocław-Krzyki
0264039,2415011,Pszów,3,Wrocław-Krzyki
0264039,2417042,Jeleśnia,5,Wrocław-Krzyki
0264039,2461011,M. Bielsko-Biała,6,Wrocław-Krzyki
0264039,2463011,M. Chorzów,3,Wrocław-Krzyki
0264039,2464011,M. Częstochowa,11,Wrocław-Krzyki
0264039,2466011,M. Gliwice,10,Wrocław-Krzyki
0264039,2468011,M. Jaworzno,4,Wrocław-Krzyki
0264039,2469011,M. Katowice,3,Wrocław-Krzyki
0264039,2472011,M. Ruda Śląska,5,Wrocław-Krzyki
0264039,2604125,Morawica,3,Wrocław-Krzyki
0264039,2607011,Ostrowiec Świętokrzyski,3,Wrocław-Krzyki
0264039,2805011,Ełk,3,Wrocław-Krzyki
0264039,2819035,Węgorzewo,4,Wrocław-Krzyki
0264039,2862011,M. Olsztyn,4,Wrocław-Krzyki
0264039,3007042,Godziesze Wielkie,3,Wrocław-Krzyki
0264039,3009011,Koło,3,Wrocław-Krzyki
0264039,3017011,Ostrów Wielkopolski,7,Wrocław-Krzyki
0264039,3017034,Odolanów,4,Wrocław-Krzyki
0264039,3018042,Kobyla Góra,3,Wrocław-Krzyki
0264039,3020042,Gizałki,3,Wrocław-Krzyki
